DatGeracaoConjuntoDados,AnoReferencia,MesReferencia,NomUF,SigUF,MdaPotenciaInstaladakW
4/2/2026,2015,3,PARA,PA,9085097
4/2/2026,2015,3,PARAIBA,PB,642276
4/2/2026,2015,3,PERNAMBUCO,PE,3521560
4/2/2026,2015,3,PIAUI,PI,388115
4/2/2026,2015,3,PARANA,PR,16140168
4/2/2026,2015,3,RIO DE JANEIRO,RJ,8877570
4/2/2026,2015,3,RIO GRANDE DO NORTE,RN,2439488
4/2/2026,2015,3,RORAIMA,RR,124438
4/2/2026,2015,3,RIO GRANDE DO SUL,RS,8726097
4/2/2026,2015,3,SANTA CATARINA,SC,4529313
4/2/2026,2015,3,SERGIPE,SE,3288663
4/2/2026,2015,3,SÃO PAULO,SP,22449797
4/2/2026,2015,3,TOCANTINS,TO,1907510
4/2/2026,2015,6,ACRE,AC,195699
4/2/2026,2015,6,ALAGOAS,AL,710385
4/2/2026,2015,6,AMAZONAS,AM,2262675
4/2/2026,2015,6,AMAPA,AP,927949
4/2/2026,2015,6,BAHIA,BA,8803883
4/2/2026,2015,6,CEARA,CE,3194313
4/2/2026,2015,6,DISTRITO FEDERAL,DF,55442
4/2/2026,2015,6,ESPIRITO SANTO,ES,1539575
4/2/2026,2015,6,GOIAS,GO,7373073
4/2/2026,2015,6,MARANHAO,MA,3068056
4/2/2026,2015,6,MINAS GERAIS,MG,15653931
4/2/2026,2015,6,MATO GROSSO DO SUL,MS,2246729
4/2/2026,2015,6,MATO GROSSO,MT,2904632
4/2/2026,2015,6,PARA,PA,9107258
4/2/2026,2015,6,PARAIBA,PB,642270
4/2/2026,2015,6,PERNAMBUCO,PE,3537328
4/2/2026,2015,6,PIAUI,PI,574036
4/2/2026,2015,6,PARANA,PR,16191484
4/2/2026,2015,6,RIO DE JANEIRO,RJ,8918218
4/2/2026,2015,6,RIO GRANDE DO NORTE,RN,2711860
4/2/2026,2015,6,RONDONIA,RO,5767721
4/2/2026,2015,6,RORAIMA,RR,263989
4/2/2026,2015,6,RIO GRANDE DO SUL,RS,9008493
4/2/2026,2015,6,SANTA CATARINA,SC,4545040
4/2/2026,2015,6,SERGIPE,SE,3288663
4/2/2026,2015,6,SÃO PAULO,SP,22721394
4/2/2026,2015,6,TOCANTINS,TO,1909076
4/2/2026,2015,9,ACRE,AC,195699
4/2/2026,2015,9,ALAGOAS,AL,710769
4/2/2026,2015,9,AMAZONAS,AM,2262675
4/2/2026,2015,9,AMAPA,AP,927949
4/2/2026,2015,9,BAHIA,BA,8858703
4/2/2026,2015,9,CEARA,CE,3197313
4/2/2026,2015,9,DISTRITO FEDERAL,DF,55442
4/2/2026,2015,9,ESPIRITO SANTO,ES,1539575
4/2/2026,2015,9,GOIAS,GO,7374609
4/2/2026,2015,9,MARANHAO,MA,3068605
4/2/2026,2015,9,MINAS GERAIS,MG,15659935
4/2/2026,2015,9,MATO GROSSO DO SUL,MS,2362729
4/2/2026,2015,9,MATO GROSSO,MT,2906080
4/2/2026,2015,9,PARA,PA,9127926
4/2/2026,2015,9,PARAIBA,PB,642270
4/2/2026,2015,9,PERNAMBUCO,PE,3550626
4/2/2026,2015,9,PIAUI,PI,603636
4/2/2026,2015,9,PARANA,PR,16193724
4/2/2026,2015,9,RIO DE JANEIRO,RJ,8924060
4/2/2026,2015,9,RIO GRANDE DO NORTE,RN,2803660
4/2/2026,2015,9,RONDONIA,RO,5921047
4/2/2026,2015,9,RORAIMA,RR,264345
4/2/2026,2015,9,RIO GRANDE DO SUL,RS,9128384
4/2/2026,2015,9,SANTA CATARINA,SC,4554246
4/2/2026,2015,9,SERGIPE,SE,3288847
4/2/2026,2015,9,SÃO PAULO,SP,22765707
4/2/2026,2015,9,TOCANTINS,TO,1911476
4/2/2026,2015,12,ACRE,AC,195698.7
4/2/2026,2015,12,ALAGOAS,AL,710769.1
4/2/2026,2015,12,AMAZONAS,AM,2262779.22
4/2/2026,2015,12,AMAPA,AP,940779
4/2/2026,2015,12,RIO DE JANEIRO,BA,9063787.18
4/2/2026,2015,12,CEARA,CE,3197312.9
4/2/2026,2015,12,DISTRITO FEDERAL,DF,56058.4
4/2/2026,2015,12,ESPIRITO SANTO,ES,1539815.4
4/2/2026,2015,12,GOIAS,GO,7414609.11
4/2/2026,2015,12,MARANHAO,MA,3073605.43
4/2/2026,2015,12,MINAS GERAIS,MG,15662491.79
4/2/2026,2015,12,MATO GROSSO DO SUL,MS,2362729.38
4/2/2026,2015,12,MATO GROSSO,MT,2906079.6
4/2/2026,2015,12,PARA,PA,9491915.33
4/2/2026,2015,12,PARAIBA,PB,642578.8
4/2/2026,2015,12,PERNAMBUCO,PE,3873270.95
4/2/2026,2015,12,PIAUI,PI,814186
4/2/2026,2015,12,PARANA,PR,16219526.21
4/2/2026,2015,12,BAHIA,RJ,8443724.18
4/2/2026,2015,12,RIO GRANDE DO NORTE,RN,2909859.84
4/2/2026,2015,12,RONDONIA,RO,6283516.56
4/2/2026,2015,12,RORAIMA,RR,264345.4
4/2/2026,2015,12,RIO GRANDE DO SUL,RS,9341073.58
4/2/2026,2015,12,SANTA CATARINA,SC,4565119.82
4/2/2026,2015,12,SERGIPE,SE,3290047.4
4/2/2026,2015,12,SÃO PAULO,SP,22828190.92
4/2/2026,2015,12,TOCANTINS,TO,1917772
4/2/2026,2016,3,ACRE,AC,195699
4/2/2026,2016,3,ALAGOAS,AL,710769
4/2/2026,2016,3,AMAZONAS,AM,2279542
4/2/2026,2016,3,AMAPA,AP,940779
4/2/2026,2016,3,BAHIA,BA,9379539
4/2/2026,2016,3,CEARA,CE,3239313
4/2/2026,2016,3,DISTRITO FEDERAL,DF,56058
4/2/2026,2016,3,ESPIRITO SANTO,ES,1539823
4/2/2026,2016,3,GOIAS,GO,7461020
4/2/2026,2016,3,MARANHAO,MA,3076005
4/2/2026,2016,3,MINAS GERAIS,MG,15671474
4/2/2026,2016,3,MATO GROSSO DO SUL,MS,2357369
4/2/2026,2016,3,MATO GROSSO,MT,2925960
4/2/2026,2016,3,PARA,PA,9851245
4/2/2026,2016,3,PARAIBA,PB,645579
4/2/2026,2016,3,PERNAMBUCO,PE,3875791
4/2/2026,2016,3,PIAUI,PI,1016886
4/2/2026,2016,3,PARANA,PR,16227364
4/2/2026,2016,3,RIO DE JANEIRO,RJ,8443724
4/2/2026,2016,3,RIO GRANDE DO NORTE,RN,3194200
4/2/2026,2016,3,RONDONIA,RO,6880245
4/2/2026,2016,3,RORAIMA,RR,263370
4/2/2026,2016,3,RIO GRANDE DO SUL,RS,9373986
4/2/2026,2016,3,SANTA CATARINA,SC,4572104
4/2/2026,2016,3,SERGIPE,SE,3290047
4/2/2026,2016,3,SÃO PAULO,SP,22864528
4/2/2026,2016,3,TOCANTINS,TO,1932872
4/2/2026,2016,6,Acre,AC,195698.7
4/2/2026,2016,6,Alagoas,AL,710769.1
4/2/2026,2016,6,Amazonas,AM,2285537.24
4/2/2026,2016,6,Amapa,AP,1086779
4/2/2026,2016,6,Bahia,BA,9492777.18
4/2/2026,2016,6,Ceara,CE,3283313.1
4/2/2026,2016,6,Distrito Federal,DF,56058.4
4/2/2026,2016,6,Espirito Santo,ES,1539822.9
4/2/2026,2016,6,Goias,GO,7505520.05
4/2/2026,2016,6,Maranhao,MA,3592609.43
4/2/2026,2016,6,Minas Gerais,MG,15765708.47
4/2/2026,2016,6,Mato Grosso do Sul,MS,2307369.38
4/2/2026,2016,6,Mato Grosso do Sul,MT,2972940.1
4/2/2026,2016,6,Para,PA,10538390.95
4/2/2026,2016,6,Paraiba,PB,657578.8
4/2/2026,2016,6,Pernambuco,PE,4071300.95
4/2/2026,2016,6,Piaui,PI,1016886
4/2/2026,2016,6,Parana,PR,16248359.21
4/2/2026,2016,6,Rio de Janeiro,RJ,8444919.38
4/2/2026,2016,6,Rio Grande do Norte,RN,3368799.84
4/2/2026,2016,6,Rondonia,RO,7322479.56
4/2/2026,2016,6,Roraima,RR,263360.4
4/2/2026,2016,6,Rio Grande do Sul,RS,9325557.23
4/2/2026,2016,6,Santa Catarina,SC,4574946.2
4/2/2026,2016,6,Sergipe,SE,3291247.4
4/2/2026,2016,6,São Paulo,SP,22906394.32
4/2/2026,2016,6,Tocantins,TO,1932872
4/2/2026,2016,9,Acre,AC,256090.3
4/2/2026,2016,9,Alagoas,AL,710769.1
4/2/2026,2016,9,Amazonas,AM,2303869.04
4/2/2026,2016,9,Amapa,AP,1159779
4/2/2026,2016,9,Bahia,BA,9550627.18
4/2/2026,2016,9,Ceara,CE,3683414.1
4/2/2026,2016,9,Distrito Federal,DF,56058.4
4/2/2026,2016,9,Espirito Santo,ES,1539822.9
4/2/2026,2016,9,Goias,GO,7570920.05
4/2/2026,2016,9,Maranhao,MA,3592609.43
4/2/2026,2016,9,Minas Gerais,MG,15792069.15
4/2/2026,2016,9,Mato Grosso do Sul,MS,2360207.38
4/2/2026,2016,9,Mato Grosso do Sul,MT,3086236.1
4/2/2026,2016,9,Para,PA,12927415.08
4/2/2026,2016,9,Paraiba,PB,657578.8
4/2/2026,2016,9,Pernambuco,PE,4097631.95
4/2/2026,2016,9,Piaui,PI,1150286
4/2/2026,2016,9,Parana,PR,16626567.82
4/2/2026,2016,9,Rio de Janeiro,RJ,8445493.78
4/2/2026,2016,9,Rio Grande do Norte,RN,3712399.84
4/2/2026,2016,9,Rondonia,RO,8017439.56
4/2/2026,2016,9,Roraima,RR,263360.4
4/2/2026,2016,9,Rio Grande do Sul,RS,9337886.73
4/2/2026,2016,9,Santa Catarina,SC,4583300.02
4/2/2026,2016,9,Sergipe,SE,3295871.4
4/2/2026,2016,9,São Paulo,SP,22989821.42
4/2/2026,2016,9,Tocantins,TO,1932872
4/2/2026,2016,12,Acre,AC,258290.3
4/2/2026,2016,12,Alagoas,AL,729369.1
4/2/2026,2016,12,Amazonas,AM,2303799.04
4/2/2026,2016,12,Amapa,AP,1159779
4/2/2026,2016,12,Bahia,BA,9582661.18
4/2/2026,2016,12,Ceara,CE,3691514.1
4/2/2026,2016,12,Distrito Federal,DF,56058.4
4/2/2026,2016,12,Espirito Santo,ES,1539642.9
4/2/2026,2016,12,Goias,GO,7563968.05
4/2/2026,2016,12,Maranhao,MA,3592609.43
4/2/2026,2016,12,Minas Gerais,MG,15797899.95
4/2/2026,2016,12,Mato Grosso do Sul,MS,2312411.38
4/2/2026,2016,12,Mato Grosso do Sul,MT,3088606.1
4/2/2026,2016,12,Para,PA,12966433.08
4/2/2026,2016,12,Paraiba,PB,657578.8
4/2/2026,2016,12,Pernambuco,PE,4152131.95
4/2/2026,2016,12,Piaui,PI,1196286
4/2/2026,2016,12,Parana,PR,16641322.92
4/2/2026,2016,12,Rio de Janeiro,RJ,8447617.78
4/2/2026,2016,12,Rio Grande do Norte,RN,3834199.84
4/2/2026,2016,12,Rondonia,RO,8017439.56
4/2/2026,2016,12,Roraima,RR,263360.4
4/2/2026,2016,12,Rio Grande do Sul,RS,9403343.43
4/2/2026,2016,12,Santa Catarina,SC,4588504.92
4/2/2026,2016,12,Sergipe,SE,3295871.4
4/2/2026,2016,12,São Paulo,SP,23062166.47
4/2/2026,2016,12,Tocantins,TO,1932872
4/2/2026,2017,3,Acre,AC,250401.9
4/2/2026,2017,3,Alagoas,AL,729369.1
4/2/2026,2017,3,Amazonas,AM,2284949.04
4/2/2026,2017,3,Amapa,AP,1159779
4/2/2026,2017,3,Bahia,BA,9593921.34
4/2/2026,2017,3,Ceara,CE,3732014.1
4/2/2026,2017,3,Distrito Federal,DF,56058.4
4/2/2026,2017,3,Espirito Santo,ES,1538238.9
4/2/2026,2017,3,Goias,GO,7574928.09
4/2/2026,2017,3,Maranhao,MA,3592609.43
4/2/2026,2017,3,Minas Gerais,MG,15801826.49
4/2/2026,2017,3,Mato Grosso do Sul,MS,2312411.38
4/2/2026,2017,3,Mato Grosso do Sul,MT,3090647.35
4/2/2026,2017,3,Para,PA,13715633.48
4/2/2026,2017,3,Paraiba,PB,657578.8
4/2/2026,2017,3,Pernambuco,PE,4156381.59
4/2/2026,2017,3,Piaui,PI,1292886
4/2/2026,2017,3,Parana,PR,16643656.32
4/2/2026,2017,3,Rio de Janeiro,RJ,8451853.73
4/2/2026,2017,3,Rio Grande do Norte,RN,3834199.84
4/2/2026,2017,3,Rondonia,RO,8396091.68
4/2/2026,2017,3,Roraima,RR,263360.4
4/2/2026,2017,3,Rio Grande do Sul,RS,9527879.28
4/2/2026,2017,3,Santa Catarina,SC,4627586.76
4/2/2026,2017,3,Sergipe,SE,3295871.4
4/2/2026,2017,3,São Paulo,SP,23062720.75
4/2/2026,2017,3,Tocantins,TO,1932872
4/2/2026,2017,6,Acre,AC,250401.9
4/2/2026,2017,6,Alagoas,AL,729369.1
4/2/2026,2017,6,Amazonas,AM,2280149.04
4/2/2026,2017,6,Amapa,AP,1159779
4/2/2026,2017,6,Bahia,BA,9713921.66
4/2/2026,2017,6,Ceara,CE,3806014.1
4/2/2026,2017,6,Distrito Federal,DF,56058.4
4/2/2026,2017,6,Espirito Santo,ES,1539618.9
4/2/2026,2017,6,Goias,GO,7590628.09
4/2/2026,2017,6,Maranhao,MA,3592609.43
4/2/2026,2017,6,Minas Gerais,MG,15870608.19
4/2/2026,2017,6,Mato Grosso do Sul,MS,2360411.38
4/2/2026,2017,6,Mato Grosso do Sul,MT,3090647.35
4/2/2026,2017,6,Para,PA,14272047.79
4/2/2026,2017,6,Paraiba,PB,688478.8
4/2/2026,2017,6,Pernambuco,PE,4202971.59
4/2/2026,2017,6,Piaui,PI,1363686
4/2/2026,2017,6,Parana,PR,16647832.07
4/2/2026,2017,6,Rio de Janeiro,RJ,8456231.73
4/2/2026,2017,6,Rio Grande do Norte,RN,3942499.84
4/2/2026,2017,6,Rondonia,RO,8347722.68
4/2/2026,2017,6,Roraima,RR,263398.58
4/2/2026,2017,6,Rio Grande do Sul,RS,9485127.96
4/2/2026,2017,6,Santa Catarina,SC,4633185.36
4/2/2026,2017,6,Sergipe,SE,3295871.4
4/2/2026,2017,6,São Paulo,SP,23023930.35
4/2/2026,2017,6,Tocantins,TO,1932872
4/2/2026,2017,9,Acre,AC,250242.7
4/2/2026,2017,9,Alagoas,AL,728969.1
4/2/2026,2017,9,Amazonas,AM,2262655.04
4/2/2026,2017,9,Amapa,AP,1159779
4/2/2026,2017,9,Bahia,BA,9897921.66
4/2/2026,2017,9,Ceara,CE,3804462.1
4/2/2026,2017,9,Distrito Federal,DF,56058.4
4/2/2026,2017,9,Espirito Santo,ES,1543264.9
4/2/2026,2017,9,Goias,GO,7612136.09
4/2/2026,2017,9,Maranhao,MA,3785809.43
4/2/2026,2017,9,Minas Gerais,MG,15932313.96
4/2/2026,2017,9,Mato Grosso do Sul,MS,2372311.38
4/2/2026,2017,9,Mato Grosso do Sul,MT,3149237.35
4/2/2026,2017,9,Para,PA,14867323.5
4/2/2026,2017,9,Paraiba,PB,682178.8
4/2/2026,2017,9,Pernambuco,PE,4204019.34
4/2/2026,2017,9,Piaui,PI,1657286
4/2/2026,2017,9,Parana,PR,16653130.07
4/2/2026,2017,9,Rio de Janeiro,RJ,8467892.13
4/2/2026,2017,9,Rio Grande do Norte,RN,3969499.84
4/2/2026,2017,9,Rondonia,RO,8344810.68
4/2/2026,2017,9,Roraima,RR,263592.58
4/2/2026,2017,9,Rio Grande do Sul,RS,9565877.96
4/2/2026,2017,9,Santa Catarina,SC,4640539.16
4/2/2026,2017,9,Sergipe,SE,3295871.4
4/2/2026,2017,9,São Paulo,SP,23034679.75
4/2/2026,2017,9,Tocantins,TO,1932229
4/2/2026,2017,12,ACRE,AC,250242.7
4/2/2026,2017,12,ALAGOAS,AL,730386.6
4/2/2026,2017,12,AMAZONAS,AM,2279111.04
4/2/2026,2017,12,AMAPÁ,AP,1183368.2
4/2/2026,2017,12,BAHIA,BA,10458161.82
4/2/2026,2017,12,CEARÁ,CE,4000712.1
4/2/2026,2017,12,DISTRITO FEDERAL,DF,56058.4
4/2/2026,2017,12,ESPÍRITO SANTO,ES,1565456.9
4/2/2026,2017,12,GOIÁS,GO,7649637.79
4/2/2026,2017,12,MARANHÃO,MA,3813409.43
4/2/2026,2017,12,MINAS GERAIS,MG,16179000.07
4/2/2026,2017,12,MATO GROSSO DO SUL,MS,2642371.38
4/2/2026,2017,12,Mato Grosso do Sul,MT,3114783.95
4/2/2026,2017,12,PARÁ,PA,15834438.61
4/2/2026,2017,12,PARAÍBA,PB,776678.8
4/2/2026,2017,12,PERNAMBUCO,PE,4283645.34
4/2/2026,2017,12,PIAUÍ,PI,2009786
4/2/2026,2017,12,PARANÁ,PR,16666239.87
4/2/2026,2017,12,RIO DE JANEIRO,RJ,8482205.53
4/2/2026,2017,12,RIO GRANDE DO NORTE,RN,4220699.84
4/2/2026,2017,12,RONDÔNIA,RO,8354994.18
4/2/2026,2017,12,RORAIMA,RR,263772.58
4/2/2026,2017,12,RIO GRANDE DO SUL,RS,9582007.96
4/2/2026,2017,12,SANTA CATARINA,SC,4704375.81
4/2/2026,2017,12,SERGIPE,SE,3296239.4
4/2/2026,2017,12,SÃO PAULO,SP,23074499.05
4/2/2026,2017,12,TOCANTINS,TO,1932229
4/2/2026,2018,3,ACRE,AC,235822.3
4/2/2026,2018,3,ALAGOAS,AL,730386.6
4/2/2026,2018,3,AMAZONAS,AM,2468661.04
4/2/2026,2018,3,AMAPÁ,AP,1183368.2
4/2/2026,2018,3,BAHIA,BA,10588625.82
4/2/2026,2018,3,CEARÁ,CE,4000712.1
4/2/2026,2018,3,DISTRITO FEDERAL,DF,56058.4
4/2/2026,2018,3,ESPÍRITO SANTO,ES,1565456.9
4/2/2026,2018,3,GOIÁS,GO,7672431.19
4/2/2026,2018,3,MARANHÃO,MA,3813409.43
4/2/2026,2018,3,MINAS GERAIS,MG,16183526.14
4/2/2026,2018,3,MATO GROSSO DO SUL,MS,2464041.38
4/2/2026,2018,3,Mato Grosso do Sul,MT,3113783.15
4/2/2026,2018,3,PARÁ,PA,16631036.72
4/2/2026,2018,3,PARAÍBA,PB,776678.8
4/2/2026,2018,3,PERNAMBUCO,PE,4279045.34
4/2/2026,2018,3,PIAUÍ,PI,2009786
4/2/2026,2018,3,PARANÁ,PR,16668661.75
4/2/2026,2018,3,RIO DE JANEIRO,RJ,8467205.53
4/2/2026,2018,3,RIO GRANDE DO NORTE,RN,4284599.84
4/2/2026,2018,3,RONDÔNIA,RO,8352117.18
4/2/2026,2018,3,RORAIMA,RR,263791.78
4/2/2026,2018,3,RIO GRANDE DO SUL,RS,9582075.76
4/2/2026,2018,3,SANTA CATARINA,SC,4711049.61
4/2/2026,2018,3,SERGIPE,SE,3296239.4
4/2/2026,2018,3,SÃO PAULO,SP,23165256.05
4/2/2026,2018,3,TOCANTINS,TO,1932229
4/2/2026,2018,6,Acre,AC,161204.9
4/2/2026,2018,6,Alagoas,AL,730386.6
4/2/2026,2018,6,Amazonas,AM,2468661.04
4/2/2026,2018,6,Amapa,AP,1029268.2
4/2/2026,2018,6,Bahia,BA,10819281.82
4/2/2026,2018,6,Ceara,CE,4102212.1
4/2/2026,2018,6,Distrito Federal,DF,56058.4
4/2/2026,2018,6,Espirito Santo,ES,1547166.9
4/2/2026,2018,6,Goias,GO,7690453.69
4/2/2026,2018,6,Maranhao,MA,3813409.43
4/2/2026,2018,6,Minas Gerais,MG,16284116.14
4/2/2026,2018,6,Mato Grosso do Sul,MS,2483185.39
4/2/2026,2018,6,Mato Grosso do Sul,MT,3119243.15
4/2/2026,2018,6,Para,PA,17441294.03
4/2/2026,2018,6,Paraiba,PB,776678.8
4/2/2026,2018,6,Pernambuco,PE,4279045.34
4/2/2026,2018,6,Piaui,PI,2009786
4/2/2026,2018,6,Parana,PR,16677341.75
4/2/2026,2018,6,Rio de Janeiro,RJ,8467205.53
4/2/2026,2018,6,Rio Grande do Norte,RN,4361099.84
4/2/2026,2018,6,Rondonia,RO,8352117.18
4/2/2026,2018,6,Roraima,RR,263813.38
4/2/2026,2018,6,Rio Grande do Sul,RS,9581290.76
4/2/2026,2018,6,Santa Catarina,SC,4724799.61
4/2/2026,2018,6,Sergipe,SE,3296239.4
4/2/2026,2018,6,São Paulo,SP,23271970.77
4/2/2026,2018,6,Tocantins,TO,1937729
4/2/2026,2018,9,Acre,AC,115707.8
4/2/2026,2018,9,Alagoas,AL,730386.6
4/2/2026,2018,9,Amazonas,AM,2468661.04
4/2/2026,2018,9,Amapa,AP,1029268.2
4/2/2026,2018,9,Bahia,BA,11271481.82
4/2/2026,2018,9,Ceara,CE,4114812.1
4/2/2026,2018,9,Distrito Federal,DF,56058.4
4/2/2026,2018,9,Espirito Santo,ES,1564679.63
4/2/2026,2018,9,Goias,GO,7699953.69
4/2/2026,2018,9,Maranhao,MA,3813409.43
4/2/2026,2018,9,Minas Gerais,MG,16304441.22
4/2/2026,2018,9,Mato Grosso do Sul,MS,2481656.39
4/2/2026,2018,9,Mato Grosso do Sul,MT,3107350.48
4/2/2026,2018,9,Para,PA,17441875.03
4/2/2026,2018,9,Paraiba,PB,776678.8
4/2/2026,2018,9,Pernambuco,PE,4279153.34
4/2/2026,2018,9,Piaui,PI,2009786
4/2/2026,2018,9,Parana,PR,16688225.3
4/2/2026,2018,9,Rio de Janeiro,RJ,8487215.78
4/2/2026,2018,9,Rio Grande do Norte,RN,4361099.84
4/2/2026,2018,9,Rondonia,RO,8308669.18
4/2/2026,2018,9,Roraima,RR,263813.38
4/2/2026,2018,9,Rio Grande do Sul,RS,9588252.76
4/2/2026,2018,9,Santa Catarina,SC,4735457.51
4/2/2026,2018,9,Sergipe,SE,3296239.4
4/2/2026,2018,9,São Paulo,SP,23310635.27
4/2/2026,2018,9,Tocantins,TO,1937753
4/2/2026,2018,12,ACRE,AC,115727.8
4/2/2026,2018,12,ALAGOAS,AL,746386.6
4/2/2026,2018,12,AMAZONAS,AM,2190897.64
4/2/2026,2018,12,AMAPÁ,AP,1037816.2
4/2/2026,2018,12,BAHIA,BA,11713162.82
4/2/2026,2018,12,CEARÁ,CE,4352085.1
4/2/2026,2018,12,DISTRITO FEDERAL,DF,56358.4
4/2/2026,2018,12,ESPÍRITO SANTO,ES,1597901.63
4/2/2026,2018,12,GOIÁS,GO,7723304.69
4/2/2026,2018,12,MARANHÃO,MA,3899122.43
4/2/2026,2018,12,MINAS GERAIS,MG,16529981.07
4/2/2026,2018,12,MATO GROSSO DO SUL,MS,2509658.39
4/2/2026,2018,12,MATO GROSSO,MT,3087337.98
4/2/2026,2018,12,PARÁ,PA,19239105.88
4/2/2026,2018,12,PARAÍBA,PB,858078.8
4/2/2026,2018,12,PERNAMBUCO,PE,4279378.64
4/2/2026,2018,12,PIAUÍ,PI,2213986
4/2/2026,2018,12,PARANÁ,PR,16701760.3
4/2/2026,2018,12,RIO DE JANEIRO,RJ,8496760.68
4/2/2026,2018,12,RIO GRANDE DO NORTE,RN,4549399.99
4/2/2026,2018,12,RONDÔNIA,RO,8311378.6
4/2/2026,2018,12,RORAIMA,RR,285568.38
4/2/2026,2018,12,RIO GRANDE DO SUL,RS,9104710.16
4/2/2026,2018,12,SANTA CATARINA,SC,4740565.71
4/2/2026,2018,12,SERGIPE,SE,3296559.4
4/2/2026,2018,12,SÃO PAULO,SP,23362600.67
4/2/2026,2018,12,TOCANTINS,TO,1937803
4/2/2026,2019,3,ACRE,AC,116542.8
4/2/2026,2019,3,ALAGOAS,AL,746386.6
4/2/2026,2019,3,AMAZONAS,AM,2194457.64
4/2/2026,2019,3,AMAPÁ,AP,1037816.2
4/2/2026,2019,3,BAHIA,BA,11937758.82
4/2/2026,2019,3,CEARÁ,CE,4430835.1
4/2/2026,2019,3,DISTRITO FEDERAL,DF,46358.4
4/2/2026,2019,3,ESPÍRITO SANTO,ES,1598659.53
4/2/2026,2019,3,GOIÁS,GO,7732564.69
4/2/2026,2019,3,MARANHÃO,MA,3928422.43
4/2/2026,2019,3,MINAS GERAIS,MG,16576907.22
4/2/2026,2019,3,MATO GROSSO DO SUL,MS,2528658.39
4/2/2026,2019,3,MATO GROSSO,MT,3186503.98
4/2/2026,2019,3,PARÁ,PA,19239227.88
4/2/2026,2019,3,PARAÍBA,PB,888258.8
4/2/2026,2019,3,PERNAMBUCO,PE,4284378.64
4/2/2026,2019,3,PIAUÍ,PI,2213986
4/2/2026,2019,3,PARANÁ,PR,16941553.58
4/2/2026,2019,3,RIO DE JANEIRO,RJ,8498680.68
4/2/2026,2019,3,RIO GRANDE DO NORTE,RN,4658599.99
4/2/2026,2019,3,RONDÔNIA,RO,8311378.6
4/2/2026,2019,3,RORAIMA,RR,285568.38
4/2/2026,2019,3,RIO GRANDE DO SUL,RS,9113010.16
4/2/2026,2019,3,SANTA CATARINA,SC,4744625.71
4/2/2026,2019,3,SERGIPE,SE,3296559.4
4/2/2026,2019,3,SÃO PAULO,SP,23367938.07
4/2/2026,2019,3,TOCANTINS,TO,1942803
4/2/2026,2019,6,ACRE,AC,116542.8
4/2/2026,2019,6,ALAGOAS,AL,746410.6
4/2/2026,2019,6,AMAZONAS,AM,2194457.64
4/2/2026,2019,6,AMAPÁ,AP,992216.2
4/2/2026,2019,6,BAHIA,BA,12095258.82
4/2/2026,2019,6,CEARÁ,CE,4433085.1
4/2/2026,2019,6,DISTRITO FEDERAL,DF,46358.4
4/2/2026,2019,6,ESPÍRITO SANTO,ES,1598651.53
4/2/2026,2019,6,GOIÁS,GO,7759764.69
4/2/2026,2019,6,MARANHÃO,MA,3928422.43
4/2/2026,2019,6,MINAS GERAIS,MG,16584108.26
4/2/2026,2019,6,MATO GROSSO DO SUL,MS,2528658.39
4/2/2026,2019,6,MATO GROSSO,MT,3220433.98
4/2/2026,2019,6,PARÁ,PA,20461450.1
4/2/2026,2019,6,PARAÍBA,PB,888258.8
4/2/2026,2019,6,PERNAMBUCO,PE,4306372.64
4/2/2026,2019,6,PIAUÍ,PI,2213986
4/2/2026,2019,6,PARANÁ,PR,17067112.28
4/2/2026,2019,6,RIO DE JANEIRO,RJ,8516580.28
4/2/2026,2019,6,RIO GRANDE DO NORTE,RN,4692199.99
4/2/2026,2019,6,RONDÔNIA,RO,8317845.6
4/2/2026,2019,6,RORAIMA,RR,285568.38
4/2/2026,2019,6,RIO GRANDE DO SUL,RS,9108107.36
4/2/2026,2019,6,SANTA CATARINA,SC,4753101.18
4/2/2026,2019,6,SERGIPE,SE,3296559.4
4/2/2026,2019,6,SÃO PAULO,SP,23384522.83
4/2/2026,2019,6,TOCANTINS,TO,1942803
4/2/2026,2019,9,ACRE,AC,116542.8
4/2/2026,2019,9,ALAGOAS,AL,746410.6
4/2/2026,2019,9,AMAZONAS,AM,2213116.64
4/2/2026,2019,9,AMAPÁ,AP,992216.2
4/2/2026,2019,9,BAHIA,BA,12158158.82
4/2/2026,2019,9,CEARÁ,CE,4433085.1
4/2/2026,2019,9,DISTRITO FEDERAL,DF,46358.4
4/2/2026,2019,9,ESPÍRITO SANTO,ES,1598651.53
4/2/2026,2019,9,GOIÁS,GO,7759697.29
4/2/2026,2019,9,MARANHÃO,MA,3928422.43
4/2/2026,2019,9,MINAS GERAIS,MG,16599472.36
4/2/2026,2019,9,MATO GROSSO DO SUL,MS,2521937.39
4/2/2026,2019,9,MATO GROSSO,MT,3521373.98
4/2/2026,2019,9,PARÁ,PA,21048751.66
4/2/2026,2019,9,PARAÍBA,PB,889356.8
4/2/2026,2019,9,PERNAMBUCO,PE,4320780.64
4/2/2026,2019,9,PIAUÍ,PI,2213986
4/2/2026,2019,9,PARANÁ,PR,17075924.28
4/2/2026,2019,9,RIO DE JANEIRO,RJ,8510580.28
4/2/2026,2019,9,RIO GRANDE DO NORTE,RN,4706599.99
4/2/2026,2019,9,RONDÔNIA,RO,8318883.6
